NPEF00152;Final Fantasy V;PS1;EU
NPEF00157;Final Fantasy VI;PS1;EU
NPEF00163;Resident Evil Director's Cut;PS1;EU
NPEF00163;Resident Evil Director's Cut;PS1;EU
NPEF00163;Resident Evil Director's Cut;PS1;EU
NPEF00163;Resident Evil Director's Cut (GER);PS1;EU
NPEF00167;Arc the Lad 1;PS1;EU
NPEF00184;Rageball;PS1;EU
NPEF00196;KLONOA: Door to Phantomile;PS1;EU
NPEF00197;Fear Effect;PS1;EU
NPEF00198;Resident Evil 2;PS1;EU
NPEF00198;Resident Evil 2;PS1;EU
NPEF00198;Resident Evil 2 (GER);PS1;EU
NPEF00199;Resident Evil 3 Nemesis;PS1;EU
NPEF00199;Resident Evil 3 Nemesis;PS1;EU
NPEF00199;Resident Evil 3 Nemesis (GER);PS1;EU
